Keyword,Intent,Position,SF,Traffic,Traffic %,Volume,KD %,URL,Updated
cadeira libernovo,I,1,7,96,0.31,390,28,sensetup.com.br/products/cadeira-ergonomica-libernovo-omni-dynamic,Sep 02
cozy t03 cadeira,C,1,6,96,0.31,390,29,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Sep 02
cosyt03,I,1,6,96,0.31,390,29,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Jul 28
sensetup cozy t03,I,1,5,88,0.28,110,31,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Sep 05
mesa sensetup,I,1,9,88,0.28,110,22,sensetup.com.br/products/mesa-com-regulagem-eletrica-de-altura-halec-c,Aug 19
a08 da sensetup,I,1,7,88,0.28,110,19,sensetup.com.br/products/cadeira-ergonomica-a08-premium,17 hours
cadeira ergonomica sensetup,N,1,8,88,0.28,110,28,sensetup.com.br/,Aug 15
cadeira ergonômica sensetup a08,NT,1,7,88,0.28,110,19,sensetup.com.br/products/cadeira-ergonomica-a08-premium,4 days
mesa altura regulável,I,2,8,84,0.27,1.3K,22,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 20
cadeira ergonomica escritorio,C,3,9,83,0.26,1.9K,21,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 20
cozyt03,I,1,8,79,0.25,320,31,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 25
suporte de mesa monitor,I,,8,79,0.25,3.6K,25,sensetup.com.br/products/suporte-monitor-de-mesa-imon-rgb-portas-usb-e-gavetas,2 days
cadeira ergonômica home office a08 premium,C,1,8,79,0.25,320,28,sensetup.com.br/products/cadeira-ergonomica-a08-premium,Aug 25
mesas eletricas,C,2,6,77,0.24,590,25,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Sep 03
mesa com regulagem de altura manual,I,1,7,77,0.24,590,7,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Jul 28
cupom sensetup,T,,5,76,0.24,390,35,sensetup.com.br/pages/contact,Aug 28
sensetup cosy t03 mesh,IT,1,6,72,0.23,90,11,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Sep 12
sensetup halec d,IT,1,6,72,0.23,90,21,sensetup.com.br/products/mesa-com-regulagem-de-altura-eletrica-halec-duo,Jul 25
cadeira escritório ergonômica executiva premium sensetup cosy t03,C,1,8,72,0.23,90,30,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 05
mesa com ajuste de altura,I,3,7,70,0.22,1.6K,13,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 21
cadeira presidente ergonômica,C,2,9,69,0.22,2.9K,12,sensetup.com.br/collections/cadeiras-ergonomicas,3 days
cadeira nr17,CI,4,7,66,0.21,1.9K,21,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 23
nr17 cadeira,I,3,8,66,0.21,1.9K,17,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 21
almofada cadeira gamer,I,2,8,65,0.21,1K,27,sensetup.com.br/products/almofada-cadeira-gamer,Aug 20
perfs,I,1,7,64,0.20,260,31,sensetup.com.br/products/cadeira-presidente-ergonomica-perfs-e5,Sep 04
soudis a08 cadeira,C,1,6,64,0.20,260,29,sensetup.com.br/products/cadeira-ergonomica-a08-premium,Aug 24
libernovo omni:,C,1,5,64,0.20,260,40,sensetup.com.br/products/cadeira-ergonomica-libernovo-omni-dynamic,Sep 15
cadeira presidente ergonômica perfs e5,C,1,8,64,0.20,260,26,sensetup.com.br/products/cadeira-presidente-ergonomica-perfs-e5,Aug 04
cosy t3,I,1,8,64,0.20,260,22,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 08
cadeira presidente ergonômica,C,,9,63,0.20,2.9K,12,sensetup.com.br/products/cadeira-presidente-ergonomica-perfs-e5,3 days
celentia a161,I,2,8,63,0.20,480,24,sensetup.com.br/products/cadeira-ergonomica-a161-openbox,Aug 18
souldis a08,I,2,6,63,0.20,480,28,sensetup.com.br/products/cadeira-ergonomica-a08-premium,Sep 14
cadeira escritório ergonômica,CI,,8,62,0.20,12.1K,24,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 15
cadeira ergonomica escritório,I,,7,62,0.20,12.1K,33,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 13
cadeira confortável para estudo,I,,11,60,0.19,1K,21,sensetup.com.br/blogs/artigos/cadeira-confortavel-para-estudar,Aug 24
mesa ajuste de altura,CI,2,5,59,0.19,720,8,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Jul 28
mesa eletrica ajustavel,I,2,6,59,0.19,720,22,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Sep 03
cozy t03,I,,7,58,0.18,2.9K,29,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Jul 28
cadeira ergonomica presidente,I,2,8,57,0.18,2.4K,19,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 11
mesa ajustavel,I,2,8,57,0.18,1.3K,24,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 25
mesa regulavel,C,2,7,57,0.18,880,23,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 19
cadeira confortável para estudar,I,,11,55,0.17,1.6K,27,sensetup.com.br/blogs/artigos/cadeira-confortavel-para-estudar,Aug 25
cadeira de escritorio ergonomica,CI,10,8,54,0.17,18.1K,34,sensetup.com.br/collections/cadeiras-ergonomicas,3 days
cadeira ergonomica presidente,I,,8,52,0.16,2.4K,19,sensetup.com.br/products/cadeira-presidente-ergonomica-perfs-e5,Aug 11
cadeira estudos,IT,6,8,52,0.16,2.4K,23,sensetup.com.br/blogs/artigos/cadeira-confortavel-para-estudar,Aug 23
soldis a08,I,1,7,52,0.16,210,29,sensetup.com.br/products/cadeira-ergonomica-a08-premium,Sep 14
costy t03,I,1,7,52,0.16,210,32,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 12
cadeir ergnomica,C,4,7,52,0.16,2.4K,28,sensetup.com.br/collections/cadeiras-ergonomicas,Jul 30
cadeira souldis a08,I,1,8,52,0.16,210,30,sensetup.com.br/products/cadeira-ergonomica-a08-premium,4 days
cadeira perfs e5,C,1,6,52,0.16,210,26,sensetup.com.br/products/cadeira-presidente-ergonomica-perfs-e5,Aug 06
cadeira de escritório ergonômica,CI,,9,51,0.16,9.9K,24,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 14
sensetup cupom,T,,6,50,0.16,260,34,sensetup.com.br/pages/contact,Sep 04
sensetup a08,I,2,7,49,0.15,1.9K,37,sensetup.com.br/products/cadeira-ergonomica-a08-premium-openbox,Sep 09
cadeira escritório ergonômica,CI,8,8,48,0.15,12.1K,24,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 15
mesa ergonomica,I,4,8,48,0.15,1.6K,17,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 22
mesa elétrica,CI,2,8,48,0.15,590,20,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Jul 29
melhores cadeiras ergonomicas,C,3,8,45,0.14,1.9K,24,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 24
cadeira ergonomica home office,I,3,7,45,0.14,2.4K,28,sensetup.com.br/collections/cadeiras-ergonomicas,3 days
cadeira ergonômica nr17,C,2,7,44,0.14,1K,16,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 18
perfs e5,I,5,5,44,0.14,1K,27,sensetup.com.br/products/cadeira-presidente-ergonomica-perfs-e5-openbox,Aug 02
cadeira pra jogar por horas,I,,8,43,0.13,1.6K,26,sensetup.com.br/blogs/artigos/cadeira-para-jogar-por-horas-como-escolher,Sep 15
cadeira pra jogar por horas,I,,8,43,0.13,1.6K,26,sensetup.com.br/blogs/artigos/cadeira-para-jogar-por-horas-como-escolher,Sep 15
t03,I,1,8,42,0.13,320,48,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Sep 12
melhor cadeira ergonômica nr17,C,1,8,42,0.13,320,12,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 16
cosy a08,I,1,6,42,0.13,170,29,sensetup.com.br/products/cadeira-ergonomica-a08-premium,Sep 06
cadeira t03,C,1,10,42,0.13,170,27,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 04
mesa com regulagem de altura,I,,8,42,0.13,8.1K,23,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Sep 13
mesa com regulagem de altura elétrica,I,4,8,41,0.13,1.9K,21,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 22
cadeira ergonomica mesh,C,2,6,38,0.12,590,13,sensetup.com.br/collections/cadeiras-ergonomicas,Jul 29
cadeiras ergonomicas,C,6,7,37,0.11,2.9K,22,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 12
cadeira confortável para estudar,I,3,11,35,0.11,1.6K,27,sensetup.com.br/blogs/artigos/cadeira-confortavel-para-estudar,Aug 25
mesa que sobe e desce,I,6,9,35,0.11,1.6K,27,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 21
cadeiras ergonomica,C,3,8,35,0.11,1K,30,sensetup.com.br/collections/cadeiras-ergonomicas,Jul 30
cadeira escritório ergonômica executiva premium cosy t03,C,1,7,34,0.11,140,24,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 13
cadeira ergonômica mesh ercathe a01 premium,C,1,9,34,0.11,140,23,sensetup.com.br/products/cadeira-ergonomica-ercathe-a01-mesh-premium,4 days
a08 cadeira,I,1,9,34,0.11,260,30,sensetup.com.br/products/cadeira-ergonomica-a08-premium,4 days
cosy t 03,C,1,8,34,0.11,140,26,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 17
cadeira cosy,I,1,7,34,0.11,140,27,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 07
cosy t03,CI,,8,34,0.11,6.6K,32,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,2 days
cadeira de escritório confortável,I,7,8,33,0.10,6.6K,36,sensetup.com.br/collections/cadeiras-ergonomicas,19 hours
cadeira para escritorio ergonomica,I,7,9,33,0.10,6.6K,27,sensetup.com.br/collections/cadeiras-ergonomicas,4 days
melhores cadeiras escritorio,C,2,7,31,0.10,390,21,sensetup.com.br/blogs/artigos/melhores-cadeiras-ergonomicas,Aug 29
mesa ajustável,I,2,8,31,0.10,390,20,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 17
ergonomicas,I,2,6,31,0.10,720,36,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 01
melhor cadeira ergonomica,C,2,10,30,0.09,880,22,sensetup.com.br/collections/cadeiras-ergonomicas,Jul 29
cosy t03,CI,,8,28,0.09,6.6K,32,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,2 days
cadeira soudis a08,C,1,8,27,0.08,110,28,sensetup.com.br/products/cadeira-ergonomica-a08-premium,Sep 15
mesas com regulagem de altura,I,1,7,27,0.08,210,16,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 07
setup gamer,C,11,9,27,0.08,18.1K,22,sensetup.com.br/blogs/artigos/quanto-custa-um-setup-gamer-completo,4 days
melhores cadeiras ergonomicas 2025,C,1,7,27,0.08,210,21,sensetup.com.br/blogs/artigos/melhores-cadeiras-ergonomicas,Aug 22
luminária monitor,C,2,9,27,0.08,210,22,sensetup.com.br/products/luminaria-monitor-barra-ledbar-lura,Aug 09
cadeira ergonomica a08,I,1,9,27,0.08,110,24,sensetup.com.br/products/cadeira-ergonomica-a08-premium,Sep 05
t03 cosy,I,1,9,27,0.08,110,28,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 02
cadeira cosy 03,C,1,8,27,0.08,110,28,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Jul 29
cadeira ergonomica t03,C,1,7,27,0.08,110,28,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,3 days
cadeira para escritorio,T,25,7,27,0.08,18.1K,27,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 14
cadeira ergonômica cozy t03,C,1,5,27,0.08,110,25,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Sep 12
cadeira libernovo omni,C,1,7,27,0.08,110,27,sensetup.com.br/products/cadeira-ergonomica-libernovo-omni-dynamic,Aug 16
mesa com altura regulável,I,2,8,26,0.08,320,16,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 06
cadeira escritorio confortavel,CI,7,8,26,0.08,6.6K,37,sensetup.com.br/collections/cadeiras-ergonomicas,4 days
melhor cadeira ergonômica,C,2,7,26,0.08,880,19,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 13
mesa altura ajustavel,I,2,6,26,0.08,320,18,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 06
mesa altura regulavel,I,2,7,26,0.08,320,13,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 31
mesa com regulagem,I,3,8,25,0.08,390,14,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Jul 30
ergonomicas,I,,6,24,0.07,720,36,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 01
cadeira ergonomia,CI,,7,24,0.07,720,36,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 13
apoio para os pes,I,7,8,22,0.07,4.4K,11,sensetup.com.br/blogs/artigos/apoio-para-os-pes-beneficios-e-dicas,Sep 14
cadeira ergonomica cosy t03,C,1,8,22,0.07,90,27,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 11
melhores cadeiras de escritorio,C,5,8,22,0.07,1K,22,sensetup.com.br/blogs/artigos/melhores-cadeiras-ergonomicas,Aug 19
cadeira ergonômica home office a08,C,1,8,22,0.07,90,21,sensetup.com.br/products/cadeira-ergonomica-a08-premium,18 hours
t03 cadeira,C,1,9,22,0.07,90,25,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 06
almofada para cadeira gamer,I,,8,22,0.07,1K,25,sensetup.com.br/products/almofada-cadeira-gamer,Aug 22
melhores cadeiras ergonômicas para home office,C,1,8,22,0.07,170,14,sensetup.com.br/blogs/artigos/melhores-cadeiras-ergonomicas,Aug 08
cadeira confortável para estudar,I,,11,21,0.06,1.6K,27,sensetup.com.br/blogs/artigos/cadeira-confortavel-para-estudar,Aug 25
cozy t03,I,,7,21,0.06,2.9K,29,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Jul 28
cadeira para escritório ergonomica,C,3,5,21,0.06,480,19,sensetup.com.br/collections/cadeiras-ergonomicas,Jul 28
perfs,I,3,7,21,0.06,260,31,sensetup.com.br/products/cadeira-presidente-ergonomica-perfs-e5-openbox,Sep 04
mesas com regulagem de altura elétrica,I,2,6,21,0.06,260,17,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 07
cadeira home office,C,4,9,21,0.06,3.6K,36,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 12
melhor marca de cadeira de escritorio,C,2,8,20,0.06,320,23,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 04
altura da cadeira,I,1,9,20,0.06,320,10,sensetup.com.br/blogs/artigos/tamanho-de-cadeira-para-escritorio,Aug 10
melhores marcas de cadeira de escritório,C,2,8,20,0.06,320,19,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 04
mesa regulável,I,2,8,20,0.06,320,14,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 14
cadeiras nr17,CI,3,7,20,0.06,320,18,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 08
mesa ajustavel altura,I,2,8,20,0.06,320,21,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 17
cadeira escritorio confortavel,CI,8,8,19,0.06,6.6K,37,sensetup.com.br/collections/cadeiras-ergonomicas,4 days
cadeira para home office,I,3,7,19,0.06,880,29,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 21
almofada para cadeira gamer,I,4,8,19,0.06,1K,25,sensetup.com.br/products/almofada-cadeira-gamer,Aug 22
mesa com ajuste de altura,I,,7,19,0.06,1.6K,13,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 21
cadeira de escritório confortável,I,8,8,19,0.06,6.6K,36,sensetup.com.br/collections/cadeiras-ergonomicas,19 hours
cadeira ergonômica para coluna,I,4,10,18,0.05,3.6K,21,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 23
melhores marcas de cadeira ergonomica,C,1,8,18,0.05,140,17,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 06
cadeira de escritório,I,28,7,18,0.05,27.1K,26,sensetup.com.br/collections/cadeiras-ergonomicas,3 days
mesa escritorio regulagem de altura,CI,2,8,17,0.05,210,19,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Jul 28
cadeira anatomica,I,,8,17,0.05,260,9,sensetup.com.br/collections/cadeiras-ergonomicas,Jul 29
mesa com altura ajustável,I,2,7,17,0.05,210,16,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Jul 29
cadeira ergonômica,CI,6,8,17,0.05,9.9K,33,sensetup.com.br/collections/cadeiras-ergonomicas,3 days
cadeira ergonomica nr17,C,3,7,17,0.05,720,14,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 06
cupom de desconto sensetup,T,,8,17,0.05,90,21,sensetup.com.br/collections/all,Aug 17
mesa ajuste altura,CI,2,7,17,0.05,210,14,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 31
mesa regulavel de altura,I,2,7,17,0.05,210,12,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 14
cadeira ergonimica,C,5,7,17,0.05,590,35,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 07
postura correta para sentar,I,,9,16,0.05,390,19,sensetup.com.br/blogs/artigos/postura-correta-para-sentar-na-frente-do-computador,Sep 12
apoio para os pés,CI,9,8,16,0.05,5.4K,11,sensetup.com.br/blogs/artigos/apoio-para-os-pes-beneficios-e-dicas,4 days
ergonomia da cadeira,I,,8,16,0.05,480,10,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 31
mesa de escritorio com regulagem de altura,I,2,8,16,0.05,260,18,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 13
mesa de escritório com regulagem de altura,I,2,8,16,0.05,260,16,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Sep 12
apoio de pes,I,9,8,16,0.05,5.4K,11,sensetup.com.br/blogs/artigos/apoio-para-os-pes-beneficios-e-dicas,Sep 14
a08 cadeira,I,,9,15,0.04,260,30,sensetup.com.br/products/cadeira-ergonomica-a08-premium,4 days
cadeira ergonomia,CI,3,7,15,0.04,720,36,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 13
cadeira ergométrica,C,8,7,14,0.04,2.9K,34,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 25
mesa regulagem,I,4,6,14,0.04,480,15,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 13
braço para cadeira escritorio,I,4,6,14,0.04,590,21,sensetup.com.br/blogs/artigos/apoio-de-bracos-de-cadeira-de-escritorio-diferencas,Sep 13
melhores marcas de cadeiras ergonomicas,C,1,7,14,0.04,110,12,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 17
ergonômicas,I,4,7,14,0.04,480,29,sensetup.com.br/collections/cadeiras-ergonomicas,Jul 29
cadeira cozy,I,1,7,14,0.04,110,13,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 05
tampo de mesa 180x70,IT,1,7,14,0.04,110,7,sensetup.com.br/products/tampo-de-mesa-ergonomico-180x70,3 days
mesa 180x70,I,3,8,14,0.04,320,22,sensetup.com.br/products/tampo-de-mesa-ergonomico-180x70,Aug 13
ergonomia cadeira,I,2,10,14,0.04,320,22,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 30
o que é cadeira ergonomica,I,1,9,14,0.04,320,15,sensetup.com.br/collections/cadeiras-ergonomicas,Aug 07
souldis a08,I,6,6,14,0.04,480,28,sensetup.com.br/products/cadeira-ergonomica-a08-premium-openbox,Sep 14
mesa que regula altura,I,2,9,13,0.04,170,19,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Jul 28
mesa trabalhar em pé,I,,8,13,0.04,320,23,sensetup.com.br/blogs/artigos/mesa-para-trabalhar-em-pe,Aug 19
mesa com ajuste de altura eletrico,I,2,10,13,0.04,170,21,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Sep 13
ergonomica cadeira,C,,8,13,0.04,390,18,sensetup.com.br/collections/cadeiras-ergonomicas,Sep 11
encosto de coluna,I,,9,13,0.04,210,12,sensetup.com.br/blogs/artigos/como-usar-apoio-para-lombar-corretamente,Aug 02
mesa ergonomica ajustavel,I,2,7,13,0.04,170,19,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 02
cadeira ergonomica tela mesh,C,2,7,13,0.04,170,9,sensetup.com.br/collections/cadeiras-ergonomicas,Jul 28
cadeira cosy t03,CI,,6,13,0.04,1.9K,31,sensetup.com.br/products/cadeira-ergonomica-cosy-t03,Aug 22
mesa ergonômica,I,3,8,13,0.04,720,21,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 20
cadeira para estudo,CI,15,9,13,0.04,4.4K,27,sensetup.com.br/blogs/artigos/cadeira-confortavel-para-estudar,Sep 13
escrivaninha com regulagem de altura,I,2,8,13,0.04,210,17,sensetup.com.br/collections/mesas-com-regulagem-de-altura,Aug 06
mesa ergonomica regulavel,I,2,6,13,0.04,210,18,sensetup.com.br/collections/mesas-com-regulagem-de-altura,4 days
